Product Name,Price,Quantity Available,Specifications
Ծորակի ճկախողովակ կարճ FALA 71843,1100,13,"Չափսեր` - 1/2""FxM10-60սմ․, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 90 ºC, Արտաքին տրամագիծ` - 12 մմ․, Ներքին տրամագիծ` - 8 մմ․"
Ճկախողովակ 80սմ FALA 71824,1400,4,"Չափսեր` - 1/2""F x 1/2""M- 80 սմ, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 90 ºC, Արտաքին տրամագիծ` - 12 մմ․, Ներքին տրամագիծ` - 8 մմ․"
Ճկախողովակ 50սմ FALA 71822,1200,5,"Չափսեր` - 1/2""F x 1/2""M- 50 սմ, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 90 ºC, Արտաքին տրամագիծ` - 12 մմ․, Ներքին տրամագիծ` - 8 մմ․"
Ճկախողովակ 40սմ FALA 71821,1150,28,"Չափսեր` - 1/2""F x 1/2""M- 40 սմ, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 90 ºC, Արտաքին տրամագիծ` - 12 մմ․, Ներքին տրամագիծ` - 8 մմ․"
Ճկախողովակ 30սմ FALA 71820,1100,18,"Չափսեր` - 1/2""F x 1/2""M- 30 սմ, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 90 ºC, Արտաքին տրամագիծ` - 12 մմ․, Ներքին տրամագիծ` - 8 մմ․"
Ճկախողովակ 100սմ FALA 71805,1500,18,"Չափսերը` - 1/2""F x 1/2""F - 100 սմ, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 90 ºC, Արտաքին տրամագիծ` - 12 մմ․, Ներքին տրամագիծ` - 8 մմ․"
Ճկախողովակ 80սմ FALA 71804,1350,15,"Չափս` - 1/2""Fx1/2""F- 80 սմ, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 90 ºC, Արտաքին տրամագիծ` - 12 մմ․, Ներքին տրամագիծ` - 8 մմ․"
Ճկախողովակ 20սմ KALDO,1150,9,"Չափսեր` - 1/2""Fx1/2""F- 20 սմ․, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 90 ºC"
Ճկախողովակ՝ բանալիով A80սմ KALDO,1850,24,"Չափս` - 1/2""Fx1/2""F- 80սմ, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 90 ºC"
"Ճկախողովակ՝ բանալիով A70սմ, KALDO 22943",1750,16,"Չափսեր` - 1/2""Fx1/2""F- 70 սմ․, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 90 ºC"
"Ճկախողովակ՝ բանալիով A50սմ, KALDO 21766",1550,1,"Չափս` - 1/2""Fx1/2""F- 50սմ, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 90 ºC"
Ճկախողովակ՝ բանալիով A40սմ KALDO 21530,1400,48,"Չափսեր` - 1/2""Fx1/2""F- 40 սմ․, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 90 ºC"
Ճկախողովակ՝ բանալիով A120սմ KALDO 21678,2450,44,"Չափս` - 1/2""Fx1/2""F- 120սմ, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 90"
Ճկախողովակ՝ բանալիով A100սմ KALDO 21533,2100,34,"Չափսեր` - 1/2""Fx1/2""F- 100 սմ․, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 90 ºC"
"Ճկախողովակ՝ բանալիով 30սմ, KALDO 21529",1300,42,"Չափսեր` - 1/2""Fx1/2""F- 30 սմ․, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 90 ºC"
Ծորակի ճկախողովակ KALDO 22273,1600,6,"Չափսեր` - 1/2""FxM10-80 սմ․, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 90 ºC"
Ծորակի ճկախողովակ KALDO 22272,1450,2,"Չափսեր` - 1/2""FxM10-60 սմ․, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 90 ºC"
Գազի ճկախողովակ KALDO 21718,4600,5,"Չափսեր` - 3/4""Fx3/4""F- 90 սմ․, Աշխատանքային ճնշում` - 5 բար, Աշխատանքային ջերմաստիճան` - 100 ºC"
Գազի ճկախողովակ KALDO 21730,4000,3,"Չափս` - 1/2""Fx3/4""F- 120 սմ․, Աշխատանքային ճնշում` - 5 բար, Աշխատանքային ջերմաստիճան` - 100 ºC"
Գազի ճկախողովակ KALDO 22949,4950,8,"Չափսեր` - 1/2""Fx3/4""F- 120 սմ․, Ամբողջական զանգված` - 5 բար, Աշխատանքային ջերմաստիճան` - 100 ºC"
Գազի ճկախողովակ 1/2 90սմ KALDO 21673,3900,3,"Չափսեր` - 1/2""Fx1/2""F- 90սմ, Աշխատանքային ճնշում` - 5 բար, Աշխատանքային ջերմաստիճան` - 100 ºC"
Գազի ճկախողովակ 1/2 200սմ KALDO 22942,5450,2,"Չափսեր` - 1/2""Fx1/2""F- 200 սմ․, Աշխատանքային ճնշում` - 5 բար, Աշխատանքային ջերմաստիճան` - 100 ºC"
Գազի ճկախողովակ 1/2 150սմ KALDO 2294,4900,9,"Չափսեր` - 1/2""Fx1/2""F- 150 սմ․, Աշխատանքային ճնշում` - 5 բար, Աշխատանքային ջերմաստիճան` - 100 ºC"
"Գազի ճկախողովակ, 1/2 120սմ, KALDO 21720",4350,6,"Չափսեր` - 1/2""Fx1/2""F- 120 սմ․, Աշխատանքային ճնշում` - 5 բար, Աշխատանքային ջերմաստիճան` - 100 ºC"
Գազի ճկախողովակ KALDO 21688,4500,8,"Չափսեր` - 1/2""Fx3/4""F- 90 սմ․, Աշխատանքային ճնշում` - 5 բար, Աշխատանքային ջերմաստիճան` - 100 ºC"
Դուշի շլանգ KALDO 80սմ 21732,2000,8,"Չափսեր` - 1/2""F""x1/2""F"" 80 սմ․, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 80°C"
Դուշի շլանգ KALDO 60սմ 21731,2200,11,"Չափսեր` - 1/2""F""x1/2""F"" 60 սմ․, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 80°C"
Դուշի շլանգ KALDO 2մ 21677,2800,24,"Չափսեր` - 1/2""F""x1/2""F"" 200 սմ․, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 80°C"
Դուշի շլանգ KALDO 2.5մ 21680,3450,16,"Չափսեր` - 1/2""F""x1/2""F"" 250 սմ․, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 80°C"
Դուշի շլանգ KALDO 1.5մ 21676,2500,9,"Չափսեր` - 1/2""F""x1/2""F"" 150 սմ․, Աշխատանքային ճնշոիմ` - 10 բար, Աշխատանքային ջերմաստիճան` - 80°C"
Դուշի շլանգ KALDO 1.2մ 21715,2150,17,"Չափսեր` - 1/2""F""x1/2""F"" 120 սմ․, Աշխատանքային ճնշում` - 10 բար, Աշխատանքային ջերմաստիճան` - 80°C"
