Product Name,Price,Quantity Available,Specifications
"Դուր՝ փայտե պոչով,16 մմ․, YATO YT-62824",1250,2,
"Դուր՝ փայտե պոչով,14 մմ․, YATO YT-62823",990,2,
"Դուր՝ փայտե պոչով,12 մմ․, YATO YT-62822",1150,3,
"Դուր՝ փայտե պոչով,10 մմ․, YATO YT-62821",1100,2,
"Կարիչ՝ 6-14 մմ․, KRAFTOOL 3187",6200,1,"Սկոբի չափս` - 6 -14 մմ, Ստեպլերի հումք` - պողպատ"
Կարիչ KRAFTOOL 31524,15500,1,"Տեսակ` - մեխանիկական, Սկոբի տեսակ` - 53, 53F, 140, 13, 36, 300, 500, Սկոբի չափս` - 6-16 մմ, Կորպուս` - պլաստիկ"
"Խարտոցի բռնակ՝ 120մմ․, ZUBR 4-16963-12",600,3,"Երկարություն` - 120 մմ․, Նյութ` - պլաստմասսա"
Խարտոց տափակ 300մմ YATO YT-6190,2400,4,"Երկարություն` - 300 մմ․, Տեսակ` - տափակ"
"Խարտոց տափակ՝ 200մմ․, YATO YT-6185",1600,4,"Երկարություն` - 200 մմ․, Քաշ` - 210 գր․, Նյութ` - պողպատ, Տեսակ` - տափակ"
Խարտոց տափակ 150մմ YATO YT-6180,1350,3,"Երկարություն` - 150 մմ․, Տեսակ` - տափակ"
"Խարտոց կլոր՝ 300մմ, YATO YT-6194",1950,3,"Երկարություն` - 300 մմ․, Քաշ` - 310 գր․, Նյութ` - պողպատ, Տեսակ` - կլոր"
"Խարտոց կլոր՝ 200մմ․, YATO YT-6189",1300,13,"Երկարություն` - 200 մմ․, Քաշ` - 119 գր․, Նյութ` - պողպատ, Տեսակ` - կլոր"
Խարտոց կլոր 150մմ YATO YT-6184,1200,2,"Երկարություն` - 150 մմ․, Տեսակ` - կլոր"
"Խարտոց կիսաշրջանաձև՝ 300մմ, YATO YT-6193",2600,5,"Երկարություն` - 300 մմ․, Քաշ` - 480 գր․, Նյութ` - պողպատ, Տեսակ` - կիսաշրջանաձև"
"Խարտոց կիսաշրջանաձև՝ 200մմ․,YATO YT-6188",1650,10,"Երկարություն` - 200 մմ․, Քաշ` - 210 գր․, Նյութ` - պողպատ, Տեսակ` - կիսաշրջանաձև"
"Խարտոց կիսաշրջանաձև՝ 150մմ, YATO YT-6183",1600,4,"Երկարություն` - 150 մմ․, Քաշ` - 150 գր․, Նյութ` - պողպատ, Տեսակ` - կիսաշրջանաձև"
Խարտոց եռանկյուն՝ 300մմ YATO YT-6192,2250,4,"Երկարություն` - 300 մմ․, Քաշ` - 525 գր․, Նյութ` - պողպատ, Տեսակ` - եռանկյունային"
Խարտոց եռանկյուն 200մմ YATO YT-6187,1400,14,"Երկարություն` - 200 մմ․, Տեսակ` - եռանկյուն"
Խարտոց եռանկյուն SIBIN 16703-20,1250,1,Երկարություն` - 200 մմ․
Խարտոց եռանկյուն 150մմ YATO YT-6182,1250,1,"Երկարություն` - 150 մմ․, Տեսակ` - եռանկյուն"
Փայտագործի հավաքածու ZUBR 18375-H6,4100,1,"Քանակ` - 6 հատ, Կտրիչի նյութ` - պողպատ, Բռնակի նյութ` - փայտ"
Փայտագործի հավաքածու STAYER 1831-H33,9500,1,Քանակ` - 33 հատ
Փայտագործի հավաքածու 18375-H12 ZUBR,5900,2,"Քանակ` - 12 հատ, Կտրիչի նյութ` - պողպատ, Բռնակի նյութ` - փայտ"
"Փայտագործի հավաքածու՝ 14կտ, YT-75140",3300,3,Քանակ` - 14 հատ
Փայտագործի հավաքածու STAYER 1830-H16,2750,2,"Քանակ` - 16 հատ, Կտրիչի նյութ` - պողպատ"
Ստեպլեր պլասմասե 4-8մմ STAYER 3140,4200,2,"Սկոբի տիպ` - Տիպ N53, Սկոբի հաստություն` - 4-8մմ"
Ստեպլեր 6-14մմ (4 ֆունկցիա)YATO YT-7001,9900,1,"Սկոբի տիպ` - Տիպ N36, Սկոբի հաստություն` - 6-14մմ"
Ստեպլեր 6-14մմ YATO YT-7000,7950,1,"Սկոբի տիպ` - Տիպ N36, Սկոբի հաստություն` - 6-14մմ"
Ստեպլեր մալուխի ZUBR 31580,15850,3,"Սկոբի տիպ` - Տիպ N36, Սկոբի հաստություն` - 10-14 մմ․"
Ստեպլեր 4-14մմ YATO YT-70020,4200,1,"Սկոբի երկարություն` - 4-14մմ, Սկոբի հաստություն` - 1.2մմ, Մեխի հաստություն` - 1.2մմ, Տիպեր` - Տիպ J, 53, A, S"
Ստեպլեր 4-14մմ ZUBR 31563,5500,2,"Սկոբի տիպ` - Տիպ N53, Սկոբի հաստություն` - 4-14մմ"
Ստեպլեր 4-14մմ STAYER 3150_z01,5250,2,"Սկոբի տիպ` - Տիպ N53, Սկոբի հաստություն` - 4-14մմ"
Ստեպլեր 4-14մմ STAYER 31501,4600,2,"Սկոբի տիպ` - Տիպ N53, Սկոբի հաստություն` - 4-14մմ"
Ստեպլեր 6-14մմ YATO YT-70021,7800,3,"Սկոբի երկարություն` - 6-14մմ, Սկոբի հաստություն` - 1.2մմ, Մեխի հաստություն` - 1.2մմ, Մեխի երկարություն` - 15մմ"
Խարտոց հավաքածու 5կտ BERENT BT7029,4900,2,
Խարտոց հավաքածու 3կտ BERENT BT7028,2800,2,
"Խարտոց քառակուսի, բռնակով BERENT BT7026",1100,2,
"Խարտոց եռանկյուն, բռնակով BERENT BT7027",950,2,Երկարություն` - 310 մմ
Դուր BERENT BT3054,1250,3,
Դուր BERENT BT3053,1150,3,
Դուր BERENT BT3057,1200,3,
Դուր BERENT BT3055,1250,4,
Խարտոց կլոր բռնակ BERENT BT7025,900,2,
