Product Name,Price,Quantity Available,Specifications
Պտուտակահան փոխարինելի գլխադիրով 10կտ VOREL 64400,1350,2,
Պտուտակահանի հավաքածու 9կտ BERENT BT5213,6650,1,Քանակ` - 9 կտոր
Պտուտակահանի հավաքածու 8կտ BERENT BT5240,5200,1,Քանակ` - 8 կտոր
Պտուտակահանի հաաքածու 5կտ BERENT BT5239,3250,2,Քանակ` - 5 կտոր
Պտուտակահանի հավաքածու փոքր 6կտ BERENT BT8091,1600,1,Քանակ` - 6 կտոր
Պտուտակահան փոխարինելի գլխադիրով աստղաձև 6կտ BERENT BT8092,1800,2,Քանակ` - 6 կտոր
Պտուտակահան փոխարինելի գլխադիրով BERENT BT8028,2250,3,
Պտուտակահան խաչաձև BERENT BT5009,1400,4,Չափսեր` - 8 - 200 մմ
Պտուտակահան խաչաձև BERENT BT5007,1300,4,Չափսեր` - 8 - 150 մմ
Պտուտակահան ուղիղ BERENT BT5010,1350,7,Չափսեր` - 8 - 200 մմ
Պտուտակահան ուղիղ BERENT BT5008,1100,7,Չափսեր` - 8 - 150 մմ
Պտուտակահան ուղիղ BERENT BT5185,600,16,Չափսեր` - 5-250 մմ
Պտուտակահան հեռախոսի համար BERENT BT5171,600,14,Չափսեր` - T20H x 50 մմ
Պտուտակահան հեռախոսի համար BERENT BT5169,450,4,Չափսեր` - T10H x 50 մմ
Պտուտակահան հեռախոսի համար BERENT BT5159,580,3,"Չափսեր` - 2,0 x 50 մմ"
Պտուտակահան հեռախոսի համար BERENT BT5157,400,4,"Չափսեր` - 1,0 x 50 մմ"
Պտուտակահանի հավաքածու 8կտ YATO YT-25980,5400,2,
Պտուտակահանի հավաքածու 6կտ YATO YT-25965,4200,2,
Պտուտակահանի հավաքածու 6կտ աստղիկ YATO YT-25862,5200,1,
Պտուտակահան փոխարինելի գլխադիրով Z0028-1 36007,2750,1,
Վեցանիստի և պտուտակահանի հավաքածու YATO YT-05644,6500,1,Քանակ` - 3 կտոր- 26 գլխադիր(насадка)
Պտուտակահանների հավաքածու YATO YT-2787,9900,1,Քանակ` - 12 կտոր
Պտուտակահանների հավաքածու YATO YT-05615,10000,1,"Տեսակը` - T-ձև, Քանակ` - 9 կտոր, Բռնակի նյութ` - պլաստմասսա"
Պտուտակահան խաչաձև 300 մմ․՝ YATO PHO- YT-2637,1500,5,Երկարություն` - 300 մմ․
Պտուտակահան խաչաձև 38 մմ․՝ YATO PH2- YT-25928,700,6,"Երկարություն` - 38 մմ․, Քաշ` - 71 գր․"
Պտուտակահան խաչաձև 300 մմ․՝ YATO PH2- YT-25932,1700,3,"Երկարություն` - 300 մմ․, Քաշ` - 180 գր․"
Պտուտակահան խաչաձև 200 մմ․՝ YATO PH2- YT-25931,1350,7,"Երկարություն` - 200 մմ․, Քաշ` - 140 գր․"
Պտուտակահան խաչաձև 150 մմ․՝ YATO PH2- YT-25930,1350,3,"Երկարություն` - 130 գր․, Քաշ` - 150 մմ․"
Պտուտակահան խաչաձև 100 մմ․՝ YATO PH2- YT-25929,900,6,"Երկարություն` - 100 մմ․, Քաշ` - 120 գր․"
Պտուտակահան խաչաձև 400 մմ․՝ YATO PH1- YT-2638,2600,2,"Երկարություն` - 400 մմ․, Քաշ` - 138 գր․"
Պտուտակահան փոխարինելի գլխադիրով բազմաֆունկցիոնալ հավաքածու ZUBR 25168-H29,9500,1,"Պտուտակահանի գլխիկ, SLOT` - 4 SL3, SL4, SL5, SL6, Պտուտակահանի գլխիկ, Phillips` - 4 PH0, PH1, PH2, PH3, Պտուտակահանի գլխիկ, Pozidrive` - 4 PZ0, PZ1, PZ2, PZ3, Պտուտակահանի գլխիկ, TX` - 4 T10, T15, T20, T25, Մագնիտային ադապտեր` - 60 мм, Քանակ` - 29 հատ"
Պտուտակահան փոխարինելի գլխադիրով բազմաֆունկցիոնալ հավաքածու ZUBR 25165-H38,8250,1,"Պտուտակահանի գլխիկ, SLOT` - 5 SL3, SL4, SL5, SL6, SL7, Պտուտակահանի գլխիկ, Phillips` - 5 PH0, PH1, PH2, PH2, PH3, Պտուտակահանի գլխիկ, Pozidrive` - 4 PZ0, PZ1, PZ2, PZ3, Պտուտակահանի գլխիկ, TX` - 8 T8,T9,T10, T15, T20, T25, T27, T30, Պտուտակահանի գլխիկ, HEX` - 5 2, 3, 4, 5, 6, Քանակ` - 38 հատ"
Պտուտակահան փոխարինելի գլխադիրով բազմաֆունկցիոնալ հավաքածու ZUBR 25164-H37,7200,2,"Պտուտակահանի գլխիկ, SLOT` - 9 SL3, SL3, SL4, SL4, SL5, SL5, SL6, SL6, SL7, Պտուտակահանի գլխիկ, Phillips` - 6 PH0, PH1, PH1, PH2, PH2, PH3, Պտուտակահանի գլխիկ, Pozidrive` - 6 PZ0, PZ1, PZ1, PZ2, PZ2, PZ3, Պտուտակահանի գլխիկ, TX` - 8 T8,T9,T10, T15, T20, T25, T27, T30, Պտուտակահանի գլխիկ, HEX` - 6 2, 2.5, 3, 4, 5, 6, Մագնիսական ադապտեր` - 60 մմ․, Քանակ` - 37 հատ"
Պտուտակադարձիչի գլխադիրներ 59կտ YATO YT-04624,8500,1,
Պտուտակադարձիչի գլխադիրներ 23կտ YATO YT-04621,4750,1,
Պտուտակահան փոխարինելի գլխադիրով հարվածային 13կտ BERENT BT5072,6550,1,
Պտուտակահան փոխարինելի գլխադիրով կարճ BERENT BT5230,700,5,
Պտուտակահան փոխարինելի գլխադիրով ռեվերս 12կտ BERENT BT8027,2450,3,
Պտուտակահան խաչաձև հարվածային 9.5-300մմ BERENT BT5089,2350,2,
Պտուտակահան խաչաձև հարվածային 8-250մմ BERENT BT5087,1600,6,
Պտուտակահան խաչաձև հարվածային 8-200մմ BERENT BT5085,1400,5,
Պտուտակահան խաչաձև հարվածային 6-150մմ BERENT BT5083,1100,3,
Պտուտակահան խաչաձև 6-100մմ BERENT BT5001,800,9,
Պտուտակահան խաչաձև հարվածային 6-100մմ BERENT BT5081,990,4,
Պտուտակահան խաչաձև 8-200մմ BERENT BT5202,1100,6,
Պտուտակահան խաչաձև 8-150մմ BERENT BT5200,1000,6,
Պտուտակահան խաչաձև 6-200մմ BERENT BT5005,950,13,
Պտուտակահան խաչաձև 6-150մմ BERENT BT5003,850,6,
Պտուտակահան խաչաձև 5-250մմ BERENT BT5184,600,15,
Պտուտակահան խաչաձև 5-200մմ BERENT BT5182,550,5,
Պտուտակահան խաչաձև 3-75մմ BERENT BT5172,300,6,
Պտուտակահան խաչաձև 3-150մմ BERENT BT5176,450,11,
Պտուտակահան խաչաձև 3-100մմ BERENT BT5174,400,8,
Պտուտակահան ուղիղ 9.5-300մմ BERENT BT5090,2600,4,
Պտուտակահան ուղիղ 8-200մմ BERENT BT5203,1100,11,
Պտուտակահան ուղիղ 8-200մմ BERENT BT5086,1450,1,
Պտուտակահան ուղիղ 8-150մմ BERENT BT5201,1000,6,
Պտուտակահան ուղիղ 6-200մմ BERENT BT5006,1000,11,
Պտուտակահան ուղիղ 6-150մմ BERENT BT5004,900,15,
Պտուտակահան ուղիղ 6-150մմ BERENT BT5084,1200,11,
Պտուտակահան ուղիղ 6-100մմ BERENT BT5002,850,9,
Պտուտակահան ուղիղ 6-100մմ BERENT BT5082,990,3,
Պտուտակահան ուղիղ 5-200մմ BERENT BT5183,650,8,
Պտուտակահան ուղիղ 3-75մմ BERENT BT5173,400,10,
Պտուտակահան ուղիղ 3-150մմ BERENT BT5177,450,9,Արժեք` - 1 հատի արժեք
Պտուտակահան ուղիղ 3-100մմ BERENT BT5175,400,7,Արժեք` - 1 հատի արժեք
Պտուտակահան էլեկտրիկի BERENT BT5067,900,1,Արժեք` - 1 հատի արժեք
Պտուտակահան էլեկտրիկի BERENT BT5066,900,2,Արժեք` - 1 հատի արժեք
Պտուտակահանի կոմպլեկտ 18կտ YATO YT-25982,11650,1,
Պտուտակահանի հավաքածու 15կտ YATO YT-25981,9200,1,"Գլխիկների տեսակ` - մագնիսական (տափակ, PH, Torx), Քանակ` - 15 կտոր"
Պտուտակահանի կոմպլեկտ հարվածային BERENT BT5091,6650,1,Քանակություն` - 6 կտ
Պտուտակահանի կոմպլեկտ ժամագործի BERENT BT8012,1350,3,Քանակություն` - 6 կտ
Պտուտակահանի ժամագործի STAYER 25570-H6,1400,1,
Պտուտակահանի հավաքածու 6կտ BERENT BT5212,3500,2,
Պտուտակահանի ժամագործի BERENT BT8011,700,3,
Պտուտակահանի կոմպլեկտ հեռախոսի 6կտ YATO YT-2575,2250,3,
Պտուտակահանի կոմպլեկտ 8կտ YATO,4650,1,
Պտուտակահանի կոմպլեկտ 6կտ YATO YT-2783,3800,1,
Պտուտակահան փոխարինելի գլխադիրով հարվածային YATO YT-2801,13250,1,
Պտուտակահան փոխարինելի գլխադիրով հարվածային YATO YT-2800,13900,1,
Պտուտակահանի կոմպլեկտ 6կտ YATO YT-25861,3700,2,Քանակություն` - 6 կտ
Պտուտակահան փոխարինելի գլխադիրով PH1/PH2 YATO YT-25971,2200,3,
