Product Name,Price,Quantity Available,Specifications
Կլորաշուրթ փոքր 125մմ BERENT BT1067,1200,4,
Կռուգլակուպցի մինի երկար քիթ BERENTBT1075,1200,4,
Ժիմոկ BERENT 120-200 մմ BT3192,5350,4,
Ժիմոկ 50-300 BERENT BT3189,2100,3,
Տիսկի վերևից ձգվող BERENT BT9138,20000,1,
Հարթաշուրթ բազմաֆունկցիոնալ YATO YT-76040,3150,3,"Ֆունկցիաների քանակ` - 9, Ընդհանուր երկարություն` - 105 մմ․, Ծալված դիրքի երկարություն` - 70 մմ․"
Ստրուբցինա YATO YT-64291,7100,5,
Ստրուբցինա YATO YT-64294,8800,16,
Ստրուբցինա YATO YT-64292,7300,5,
Ստրուբցինա YATO YT-64290,6500,2,
Կլորաշուրթ փոքր թեք 115մմ YATO YT-2084,1450,4,
Կլորաշուրթ փոքր YATO YT-2086,1350,6,
Կլորաշուրթ թեք 6``-160մմ YATO YT-2026,2100,2,Երկարություն` - 160 մմ․
Կլորաշուրթ 8``-200մմ YATO YT-2018,2300,2,
Կլորաշուրթ 6``-160մմ YATO YT-2016,2000,2,
Կլորաշուրթ 160մմ YATO YT-1943,2350,3,
Ժիմոկ 6 YATO YT-6423,9900,2,"Սեղմիչի լայնություն` - 150 մմ․, Չափս` - 6, Բրենդ` - YATO"
"Կլորաշուրթ՝ ուղիղ 4,5``-115մմ, YATO YT-6616",1500,1,
Սեղմիչ 2 YATO YT-6420,4700,3,
"Կռուգլակուպցի թեք երկար, 330մմ, YATO YT-20401",5500,2,
"Կռուգլակուպցի ուղիղ, 340մմ YATO YT-20400",5350,3,
Հարթաշուրթ մինի BERENT BT1064,1000,3,
Կռուգլակուպցի մինի 5/125 BERENT BT1062,900,2,Երկարություն` - 125 մմ․
Անուր (խամութ) ձգելու գործիք ZUBR 22690,6900,1,"Անուրի լայնություն` - 2,3-9,5 մմ․"
Մամլակ 40մմ․ MIRAX 32471-40,2000,3,Լայնություն` - 40 մմ․
Մամլակ 100մմ․ MIRAX 32471-10,27500,1,"Լայնություն` - 100 մմ․, Քաշ` - 5 կգ․"
Մամլակ 50 մմ․ STAYER 3247-50,6200,1,"Լայնություն` - 50 մմ․, Նյութ` - թուջ, Քաշ` - 1 կգ․"
"Կլորաշուրթ՝ ուղիղ 4,5``-115մմ YATO YT-6618",1700,4,Երկարություն` - 115 մմ․
"Սեղմիչ 4, YATO YT-6422",8990,1,"Սեղմիչի լայնություն` - 100 մմ․, Չափս` - 4, Քաշ` - 1,5 կգ․"
"Սեղմիչ 3, YATO YT-6421",4450,4,"Սեղմիչի լայնություն` - 75 մմ․, Չափս` - 3, Քաշ` - 830 գր․"
"Մալուխի վերջույթները սեղմող գործիք, 0,5-10մմ․, BERENT BT1156",5200,1,
"Հարթաշուրթ փոքր, 115 մմ․-YATO YT-2080",1450,3,"Երկարություն` - 115 մմ․, Քաշ` - 900 գր․"
"Հարթաշուրթ՝ խամութ հանելու համար փոքր, 215 մմ․- YATO YT-0646",2600,2,"Երկարություն` - 215 մմ․, Քաշ` - 250 գր․"
"Հարթաշուրթ հարթ, փոքր- YATO YT-2085",1450,3,"Երկարություն` - 115 մմ․, Քաշ` - 108 գր․"
Հարթաշուրթ՝ 8՝՝ -200 մմ․ - YATO YT-2008,2950,6,"Երկարություն` - 200 մմ․, Քաշ` - 389 գր․"
Հարթաշուրթ՝ 7՝՝ -180 մմ․ - YATO YT-2007,2600,7,"Երկարություն` - 170 մմ․, Քաշ` - 308 գր․"
Հարթաշուրթ՝ 6՝՝ -160 մմ․ - YATO YT-2006,2300,5,"Երկարություն` - 160 մմ․, Քաշ` - 270 գր․"
Հարթաշուրթ՝ 200 մմ․- YATO YT-1942,3700,7,"Երկարություն` - 200 մմ․, Քաշ` - 350 գր․"
Հարթաշուրթ՝ 180 մմ․- YATO YT-1941,3600,6,"Երկարություն` - 180 մմ․, Քաշ` - 276 գր․"
Հարթաշուրթ՝ 160 մմ․- YATO YT-1940,2990,5,"Երկարություն` - 160 մմ․, Քաշ` - 228 գր․"
Սեղմող հիդրավլիկ գործիք երկաթի BERENT BT1204,35000,1,
Ինտերնետի մալուխի վերջույթ սեղմող գորխիք 1տեղ BERENT BT1501,2850,4,
Տիսկի 5`` BERENT BT9160,43600,1,
Տիսկի 4`` BERENT BT9159,29350,1,
Տիսկի 3`` BERENT BT9158,16500,1,
Ժիմոկ 150մմ YATO YT-64271,990,6,
Ժիմոկ 100մմ YATO YT-64270,650,4,
Ժիմոկ 200մմ YATO YT-64272,1150,4,
Ժիմոկ N8 BERENT BT9168,5800,3,
Ժիմոկ N6 BERENT BT9167,4750,6,
Ժիմոկ N5 BERENT BT9166,3400,4,
Ժիմոկ N4 BERENT BT9165,2550,5,
Ժիմոկ N3 BERENT BT9164,1950,6,
Ժիմոկ N2 BERENT BT9163,1100,3,
Ժիմոկ 80-500մմ BERENT BT3181,4300,3,
Ժիմոկ 80-300մմ BERENT BT3180,3400,5,
Ժիմոկ 50-250մմ BERENT BT3178,2000,4,
Ժիմոկ 50-100մմ BERENT BT3177,1850,4,
Ժիմոկ 120-800մմ BERENT BT3183,8200,2,
Ժիմոկ 120-500մմ BERENT BT3182,6550,4,
Ժիմոկ 120-1200մմ BERENT BT3185,8700,2,
Ժիմոկ 120-1000մմ BERENT BT3184,8900,3,
Ժիմոկ 80-200 BERENT BT3179,3150,5,
