Product Name,Price,Quantity Available,Specifications
Զատիրկա 2կգ CERESIT մանհետոն,2800,9,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 2 կգ․"
Զատիրկա 1կգ CERESIT մանհետոն,1600,21,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 1 կգ․"
Զատիրկա 1կգ CERESIT կրոկուս,1600,3,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 1 կգ․"
Զատիրկա 1կգ CERESIT կիրպիչնի,1600,7,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 1 կգ․"
Զատիրկա 1կգ CERESIT կիվի,2100,5,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 1 կգ․"
Զատիրկա 1կգ CERESIT կարմիր,2300,1,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 1 կգ․"
Զատիրկա 2կգ CERESIT կառամել,2800,6,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 2 կգ․"
Զատիրկա 1կգ CERESIT կառամել,1600,14,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 1 կգ․"
Զատիրկա 1կգ CERESIT կանաչ,2100,4,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 1 կգ․"
Զատիրկա 2կգ CERESIT կակաո,2900,4,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 2 կգ․"
Զատիրկա 1կգ CERESIT կակաո,1600,11,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 1 կգ․"
Զատիրկա 2կգ CERESIT ժասմին,2800,6,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 2 կգ․"
Զատիրկա 1կգ CERESIT ժասմին,1500,9,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 1 կգ․"
Զատիրկա 2կգ CERESIT գրաֆիտ,2800,10,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 2 կգ․"
Զատիրկա 1կգ CERESIT գրաֆիտ,1600,17,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 1 կգ․"
Զատիրկա 2կգ CERESIT բաց շագանակագույն,2900,5,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 2 կգ․"
Զատիրկա 1կգ CERESIT բաց շագանակագույն,1600,12,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 1 կգ․"
Զատիրկա 1կգ CERESIT բաց կապույտ,4100,6,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 1 կգ․"
Զատիրկա 2կգ CERESIT անտրացիտ,2800,9,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 2 կգ․"
Զատիրկա 1կգ CERESIT անտրացիտ,1600,18,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 1 կգ․"
Զատիրկա 2կգ CERESIT բագամա բեժ,2800,8,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 2 կգ․"
Զատիրկա 1կգ CERESIT բագամա բեժ,1600,19,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - -50-ից +70°C, Քաշ` - 1 կգ․"
Զատիրկա 2կգ CERESIT սպիտակ,2500,6,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - –50-ից +70°C, Քաշ` - 2 կգ․"
Զատիրկա 1կգ CERESIT սպիտակ,1400,23,"Մածուկի պատրաստման ջրի քանակ` - 0,32–0,33 լ․ (1 կգ զատիրկայի համար), Կիրառման ջերմաստիճան` - +5-ից +30°C, Կծկման դեֆորմացիա` - մինչև 2,5 մմ/մ․, Աշխատանքային ջերմաստիճան` - –50-ից +70°C, Քաշ` - 1 կգ․"
Ծեփամածիկ ՇԵՆ KNAUF Fugenfuller 30կգ,5000,14,"Քսվող մակերեսի ջերմաստիճան` - +10°C-ից +30°C, Ջրի քանակ 1կգ չոր շաղախի համար` - 430-440 մլ, Շերտի հաստություն` - 0,2մմ - 5մմ, Թաց շաղախի օգտագործման ժամկետ` - մինչև 30 րոպե, Քսված շերտի կծկում` - ոչ ավել քան 0.8մմ/մ, Շաղախի ծախս 1սմ հաստության դեպքում` - 0.8կգ -1կգ/1մ²"
Ծեփամածիկ ՇԵՆ 30կգ մելավոյ P1,6500,13,"Քսվող մակերեսի ջերմաստիճան` - +10°C-ից +30°C, Ջրի քանակ 1կգ չոր շաղախի համար` - 500 - 520մլ, Շերտի հաստություն` - 0,1 -1,5մմ, Քսված շերտի կծկում` - ոչ ավել քան 0,8մմ/մ, Շաղախի ծախս 1սմ հաստության դեպքում` - 0,5կգ/1մ²"
Ծեփամածիկ ՇԵՆ 30 կգ գիպսավոյ ABC P2,4400,84,"Քսվող մակերեսի ջերմաստիճան` - +10°C-ից +30°C, Ջրի քանակ 1կգ չոր շաղախի համար` - 580 – 680մլ, Շերտի հաստություն` - մինչև 2մմ, Թաց շաղախի օգտագործման ժամկետ` - 1 ժամից ոչ պակաս, Քսված շերտի կծկում` - ոչ ավել քան 0,6մմ/մ, Շաղախի ծախս 1սմ հաստության դեպքում` - 0,9կգ - 1,1կգ/1մ²"
Գիպսոֆլեքս 30կգ ՇԵՆ,2150,114,Օգտագգործման թույլատրելի ջերմաստիճան` - +10°C - +30°C
Գիպսոնիտ ՇԵՆ 30կգ պարկով,2400,49,"Քսվող մակերեսի ջերմաստիճան` - +10°C-ից +30°C, Ջրի քանակ 1կգ չոր շաղախի համար` - 520-560 մլ, Շերտի հաստություն` - 1սմ-ից ոչ պակաս, Թաց շաղախի օգտագործման ժամկետ` - ոչ պակաս, քան 10 րոպե, Քսված շերտի կծկում` - ոչ ավել քան 0,8մմ/մ:, Շաղախի ծախս 1սմ հաստության դեպքում` - 11կգ/1մ²"
Սալիկի սոսինձ 25կգ CERESIT CM14/2,5800,29,Քաշ` - 25կգ
Սալիկի սոսինձ 25կգ CERESIT CM11/25,4400,93,Քաշ` - 25կգ
Ջրամեկուսիչ նյութ էլաստիկ 5կգ CERESIT CL51/5,15000,4,Քաշ` - 5կգ
Ջրամեկուսիչ նյութ 7կգ CERESIT CR65/7,4990,1,Տարածման եղանակը` - վրձինով
Ինքնահարթեցվող հատակ 25կգ CERESIT,6500,54,"Տեսակ` - Սալիկային սոսինձ, Քաշ` - 25կգ, Հիմք` - Ցեմենտային, Ամբողջական սառեցման ժամանակ` - 24Ժ, Տարածման եղանակ` - Ձեռքով"
